# position,p_value_total
2.819000000000000000e+03,7.071639809282395106e-01
2.820000000000000000e+03,7.551451505824129384e-01
2.820000000000000000e+03,1.246303337558090363e-01
2.820000000000000000e+03,3.778139899812903435e-01
2.821000000000000000e+03,5.691351318727744246e-01
2.821000000000000000e+03,4.719657191140080865e-02
2.821000000000000000e+03,2.335083589836441653e-01
2.822000000000000000e+03,5.316555012372502498e-01
2.822000000000000000e+03,1.406240569738668664e-02
2.822000000000000000e+03,3.610960226929808559e-01
2.823000000000000000e+03,6.655199468887681435e-01
2.823000000000000000e+03,7.779588387953406681e-01
2.823000000000000000e+03,3.524654475224817118e-02
2.824000000000000000e+03,7.670348240690445518e-01
2.824000000000000000e+03,4.116120465930352135e-02
2.824000000000000000e+03,2.266883939887742172e-01
2.825000000000000000e+03,7.268392781700766525e-01
2.825000000000000000e+03,5.691351318727744246e-01
2.825000000000000000e+03,4.070855211539622376e-01
2.826000000000000000e+03,2.750920393505945083e-01
2.826000000000000000e+03,3.233749773673728067e-01
2.826000000000000000e+03,2.947673365924316502e-01
2.827000000000000000e+03,2.613314020158126472e-02
2.827000000000000000e+03,4.104049731426156859e-03
2.827000000000000000e+03,6.156074597139235723e-03
2.828000000000000000e+03,3.887983583801074561e-01
2.828000000000000000e+03,3.887983583801074561e-01
2.828000000000000000e+03,1.587301587301587213e-01
2.829000000000000000e+03,1.813627859255235730e-01
2.829000000000000000e+03,3.397911762930774099e-02
2.829000000000000000e+03,1.233025529603476306e-01
2.830000000000000000e+03,3.049067535759550918e-01
2.830000000000000000e+03,1.092401472629609543e-02
2.830000000000000000e+03,1.882431045929144897e-01
2.831000000000000000e+03,5.592371295793349129e-01
2.831000000000000000e+03,4.893475768000482562e-01
2.831000000000000000e+03,7.057154927877361539e-01
2.832000000000000000e+03,9.401895105317158441e-01
2.832000000000000000e+03,1.823887983583800942e-01
2.832000000000000000e+03,6.829018045748084242e-01
2.833000000000000000e+03,6.667873740117086223e-01
2.833000000000000000e+03,4.802341722493813636e-01
2.833000000000000000e+03,7.097591888466413534e-01
2.834000000000000000e+03,5.196451204055766437e-01
2.834000000000000000e+03,6.014243466714949138e-01
2.834000000000000000e+03,9.649948699378356753e-01
2.835000000000000000e+03,4.098014364174060176e-01
2.835000000000000000e+03,3.106403524654475223e-01
2.835000000000000000e+03,6.515782485364234322e-01
2.836000000000000000e+03,2.533043635705232721e-01
2.836000000000000000e+03,4.985816886957571414e-01
2.836000000000000000e+03,1.331402015812662154e-01
2.837000000000000000e+03,7.918401834751644108e-02
2.837000000000000000e+03,4.932102118413905223e-01
2.837000000000000000e+03,1.783451022994749224e-01
2.838000000000000000e+03,7.845977427726477660e-02
2.838000000000000000e+03,8.864747419880499857e-01
2.838000000000000000e+03,3.362303096143400283e-01
2.839000000000000000e+03,3.452833604924859801e-01
2.839000000000000000e+03,5.740841330194942360e-01
2.839000000000000000e+03,6.603295310519644579e-01
2.840000000000000000e+03,5.225420966865833572e-01
2.840000000000000000e+03,1.371235439676504186e-01
2.840000000000000000e+03,9.414569376546563229e-01
2.841000000000000000e+03,5.163256684169231781e-01
2.841000000000000000e+03,5.225420966865833572e-01
2.841000000000000000e+03,3.017080089323435077e-01
2.842000000000000000e+03,9.674090168386746402e-01
2.842000000000000000e+03,6.940672339911883870e-02
2.842000000000000000e+03,5.316555012372502498e-01
2.843000000000000000e+03,7.305812058663769815e-01
2.843000000000000000e+03,6.940672339911883870e-02
2.843000000000000000e+03,4.124569980083288012e-01
2.844000000000000000e+03,9.372925342507091306e-01
2.844000000000000000e+03,7.390307200193131365e-01
2.844000000000000000e+03,6.897217695696783446e-01
2.845000000000000000e+03,7.296759007785623419e-02
2.845000000000000000e+03,6.216428269660208630e-03
2.845000000000000000e+03,1.967529724183716619e-02
2.846000000000000000e+03,6.215824732934999153e-01
2.846000000000000000e+03,5.263443780554046825e-01
2.846000000000000000e+03,3.017080089323435077e-01
2.847000000000000000e+03,1.002474500573359850e-01
2.847000000000000000e+03,2.727985997947975083e-02
2.847000000000000000e+03,1.396583982135312929e-01
2.848000000000000000e+03,1.912004345464421440e-01
2.848000000000000000e+03,4.224757076468102675e-03
2.848000000000000000e+03,5.968978212324219795e-02
2.849000000000000000e+03,9.057275635222403753e-01
2.849000000000000000e+03,6.096927998068683019e-01
2.849000000000000000e+03,9.098919669261874565e-01
2.850000000000000000e+03,7.703542760576981285e-01
2.850000000000000000e+03,8.186372140744764270e-01
2.850000000000000000e+03,1.041704387711992336e-01
2.851000000000000000e+03,4.907357112680306721e-01
2.851000000000000000e+03,3.645361820266763281e-02
2.851000000000000000e+03,3.061138270263745742e-01
2.852000000000000000e+03,5.725752912064698830e-01
2.852000000000000000e+03,5.848270867282274327e-02
2.852000000000000000e+03,3.049067535759550918e-01
2.853000000000000000e+03,6.317822439495442977e-01
2.853000000000000000e+03,1.406240569738668664e-02
2.853000000000000000e+03,4.204840364536182040e-01
2.854000000000000000e+03,8.901563160118293183e-01
2.854000000000000000e+03,5.833785985877241176e-01
2.854000000000000000e+03,1.681453316434305123e-01
2.855000000000000000e+03,4.124569980083288012e-01
2.855000000000000000e+03,2.281368821292775739e-01
2.855000000000000000e+03,9.663830044058181468e-01
2.856000000000000000e+03,3.814955640050697316e-01
2.856000000000000000e+03,2.257227352284386576e-02
2.856000000000000000e+03,1.078520127949785801e-01
2.857000000000000000e+03,5.196451204055766437e-01
2.857000000000000000e+03,6.317822439495442977e-01
2.857000000000000000e+03,3.114249502082201693e-02
2.858000000000000000e+03,4.932102118413905223e-01
2.858000000000000000e+03,3.941094815619530789e-02
2.858000000000000000e+03,3.603717786227291775e-01
2.859000000000000000e+03,4.274247087935300615e-01
2.859000000000000000e+03,1.444866920152091117e-01
2.859000000000000000e+03,3.747359526827207521e-01
2.860000000000000000e+03,4.875973202969400844e-01
2.860000000000000000e+03,3.408171887259339727e-01
2.860000000000000000e+03,5.625565815679883785e-01
2.861000000000000000e+03,9.428450721226386833e-01
2.861000000000000000e+03,1.065845856720381429e-01
2.861000000000000000e+03,3.681574023779347060e-01
2.862000000000000000e+03,7.268392781700766525e-01
2.862000000000000000e+03,6.632868610054921954e-02
2.862000000000000000e+03,3.069587784416681897e-01
2.863000000000000000e+03,8.479690989196693174e-01
2.863000000000000000e+03,5.592371295793349129e-01
2.863000000000000000e+03,7.296759007785623419e-02
2.864000000000000000e+03,4.600760456273764176e-01
2.864000000000000000e+03,4.554288128432615324e-01
2.864000000000000000e+03,2.470275816283420967e-01
2.865000000000000000e+03,3.814955640050697316e-01
2.865000000000000000e+03,2.988110326513368498e-01
2.865000000000000000e+03,9.560625264047317717e-01
2.866000000000000000e+03,6.068561771983824737e-01
2.866000000000000000e+03,2.947673365924316502e-01
2.866000000000000000e+03,9.976462067716820314e-01
2.867000000000000000e+03,7.343834872351983067e-01
2.867000000000000000e+03,3.300138813446798491e-01
2.867000000000000000e+03,9.414569376546563229e-01
2.868000000000000000e+03,9.692799806868247492e-01
2.868000000000000000e+03,6.325064880197960038e-02
2.868000000000000000e+03,9.525016597259943207e-01
2.869000000000000000e+03,9.098919669261874565e-01
2.869000000000000000e+03,5.667209849719355430e-02
2.869000000000000000e+03,5.417949182207737469e-01
2.870000000000000000e+03,3.274186734262780063e-01
2.870000000000000000e+03,2.666425251976582977e-01
2.870000000000000000e+03,7.564729313778743025e-01
2.871000000000000000e+03,9.004164403403946970e-01
2.871000000000000000e+03,9.458627557486872783e-01
2.871000000000000000e+03,1.834751644637576118e-01
2.872000000000000000e+03,8.494779407326935594e-01
2.872000000000000000e+03,7.441607821835959091e-02
2.872000000000000000e+03,3.747359526827207521e-01
2.873000000000000000e+03,6.578550304786046077e-01
2.873000000000000000e+03,4.719657191140080865e-02
2.873000000000000000e+03,6.154263986963606214e-01
2.874000000000000000e+03,5.995533828233448048e-01
2.874000000000000000e+03,4.864506005190415844e-02
2.874000000000000000e+03,6.515782485364234322e-01
2.875000000000000000e+03,4.688273281429174988e-01
2.875000000000000000e+03,8.540044661717666186e-02
2.875000000000000000e+03,2.067716820568531733e-01
2.876000000000000000e+03,9.098919669261874565e-01
2.876000000000000000e+03,8.756110809342748658e-01
2.876000000000000000e+03,6.474138451324763510e-01
2.877000000000000000e+03,3.128130846762025574e-01
2.877000000000000000e+03,2.474500573359889044e-02
2.877000000000000000e+03,1.381495564005069676e-01
2.878000000000000000e+03,6.679340937896071084e-01
2.878000000000000000e+03,6.591224576015450864e-01
2.878000000000000000e+03,9.744100428511074385e-01
2.879000000000000000e+03,5.277325125233870429e-01
2.879000000000000000e+03,5.172309735047377760e-02
2.879000000000000000e+03,3.559056068561772257e-01
2.880000000000000000e+03,9.212988110326513214e-01
2.880000000000000000e+03,1.436417405999154961e-01
2.880000000000000000e+03,4.769147202607278424e-01
2.881000000000000000e+03,9.272134709397066299e-01
2.881000000000000000e+03,2.000120707345041937e-01
2.881000000000000000e+03,8.386142796789184395e-01
2.882000000000000000e+03,3.501116542941637988e-01
2.882000000000000000e+03,2.435270686221256697e-01
2.882000000000000000e+03,3.049067535759550918e-01
2.883000000000000000e+03,2.795582111171464601e-01
2.883000000000000000e+03,4.113102782304303151e-01
2.883000000000000000e+03,9.160480415233266394e-01
2.884000000000000000e+03,5.603234956847124026e-01
2.884000000000000000e+03,4.875973202969400844e-01
2.884000000000000000e+03,8.849659001750256326e-01
2.885000000000000000e+03,5.028064457722252190e-01
2.885000000000000000e+03,3.038203874705776020e-01
2.885000000000000000e+03,1.953044842778683121e-01
2.886000000000000000e+03,5.028064457722252190e-01
2.886000000000000000e+03,1.942181181724907946e-01
2.886000000000000000e+03,9.331884845192830458e-01
2.887000000000000000e+03,3.349025288188786087e-01
2.887000000000000000e+03,5.015993723218057365e-01
2.887000000000000000e+03,5.038324582050818234e-01
2.888000000000000000e+03,3.017080089323435077e-01
2.888000000000000000e+03,3.442573480596294311e-01
2.888000000000000000e+03,9.649948699378356753e-01
2.889000000000000000e+03,5.066087271410465442e-01
2.889000000000000000e+03,3.836682962158247112e-01
2.889000000000000000e+03,9.619771863117870803e-01
2.890000000000000000e+03,5.806626833242802821e-01
2.890000000000000000e+03,3.180035005130062431e-01
2.890000000000000000e+03,3.324280282455187585e-01
2.891000000000000000e+03,4.327358319753756843e-01
2.891000000000000000e+03,2.814895286378176209e-01
2.891000000000000000e+03,8.901563160118293183e-01
2.892000000000000000e+03,7.714406421630756183e-01
2.892000000000000000e+03,6.940672339911883870e-02
2.892000000000000000e+03,9.359647534552477666e-01
2.893000000000000000e+03,9.057275635222403753e-01
2.893000000000000000e+03,1.009716941275876634e-01
2.893000000000000000e+03,7.603355664192166241e-01
2.894000000000000000e+03,9.149616754179491496e-01
2.894000000000000000e+03,9.692799806868247492e-01
2.894000000000000000e+03,5.667209849719355430e-02
2.895000000000000000e+03,6.360673546985333715e-01
2.895000000000000000e+03,4.419095901985635733e-01
2.895000000000000000e+03,4.840364536182026334e-02
2.896000000000000000e+03,6.655199468887681435e-01
2.896000000000000000e+03,7.089142374313477379e-01
2.896000000000000000e+03,8.131450298750678707e-01
2.897000000000000000e+03,5.603234956847124026e-01
2.897000000000000000e+03,2.450359104351499881e-02
2.897000000000000000e+03,1.525740841330194830e-01
2.898000000000000000e+03,8.745247148288973760e-01
2.898000000000000000e+03,7.824853642344136162e-01
2.898000000000000000e+03,2.869213591647051809e-01
2.899000000000000000e+03,9.071760516627437321e-01
2.899000000000000000e+03,1.009716941275876634e-01
2.899000000000000000e+03,7.011889673486632057e-01
2.900000000000000000e+03,6.759611322348965112e-01
2.900000000000000000e+03,1.199831009716941232e-01
2.900000000000000000e+03,8.215341903554831404e-01
2.901000000000000000e+03,2.363449815921298824e-01
2.901000000000000000e+03,2.193855996137364928e-01
2.901000000000000000e+03,5.196451204055766437e-01
2.902000000000000000e+03,1.924075079968615987e-01
2.902000000000000000e+03,3.128130846762025574e-01
2.902000000000000000e+03,6.951536000965659046e-01
2.903000000000000000e+03,3.492667028788701833e-01
2.903000000000000000e+03,1.436417405999154961e-01
2.903000000000000000e+03,6.190476190476190688e-01
2.904000000000000000e+03,5.625565815679883785e-01
2.904000000000000000e+03,3.233749773673728067e-01
2.904000000000000000e+03,8.215341903554831404e-01
2.905000000000000000e+03,7.730701913211418530e-01
2.905000000000000000e+03,4.098014364174060176e-01
2.905000000000000000e+03,7.564729313778743025e-01
2.906000000000000000e+03,7.703542760576981285e-01
2.906000000000000000e+03,7.339006578550304194e-02
2.906000000000000000e+03,6.459653569919729943e-01
2.907000000000000000e+03,9.458627557486872783e-01
2.907000000000000000e+03,7.305812058663769815e-01
2.907000000000000000e+03,3.428088599191260466e-02
2.908000000000000000e+03,9.197296155471060830e-01
2.908000000000000000e+03,5.662381555917677112e-01
2.908000000000000000e+03,7.127768724726900318e-02
2.909000000000000000e+03,4.405818094031021537e-01
2.909000000000000000e+03,4.632144365984670054e-01
2.909000000000000000e+03,9.319210573963425670e-01
2.910000000000000000e+03,7.882793167964270431e-01
2.910000000000000000e+03,1.420725451143702023e-01
2.910000000000000000e+03,2.795582111171464601e-01
2.911000000000000000e+03,7.714406421630756183e-01
2.911000000000000000e+03,2.786529060293319038e-01
2.911000000000000000e+03,8.049369304122155899e-01
2.912000000000000000e+03,8.579274548856298255e-01
2.912000000000000000e+03,1.022391212505281005e-01
2.912000000000000000e+03,9.458627557486872783e-01
2.913000000000000000e+03,7.871929506910495533e-01
2.913000000000000000e+03,6.198322167903917018e-02
2.913000000000000000e+03,9.447160359707887922e-01
2.914000000000000000e+03,9.735047377632929377e-01
2.914000000000000000e+03,1.444866920152091117e-01
2.914000000000000000e+03,7.551451505824129384e-01
2.915000000000000000e+03,6.135554348482105125e-01
2.915000000000000000e+03,6.379383185466835915e-02
2.915000000000000000e+03,3.330919186432494405e-01
2.916000000000000000e+03,9.835234474017744422e-01
2.916000000000000000e+03,9.579938439254028770e-01
2.916000000000000000e+03,6.938861729736254258e-01
2.917000000000000000e+03,8.494779407326935594e-01
2.917000000000000000e+03,8.463999034341239680e-01
2.917000000000000000e+03,5.547106041402619647e-01
2.918000000000000000e+03,4.753455247751825485e-01
2.918000000000000000e+03,3.796246001569195810e-02
2.918000000000000000e+03,1.934335204297181476e-01
2.919000000000000000e+03,7.375822318788097798e-01
2.919000000000000000e+03,1.540829259460438083e-01
2.919000000000000000e+03,3.959804454101031879e-01
2.920000000000000000e+03,6.759611322348965112e-01
2.920000000000000000e+03,1.595751101454523646e-01
2.920000000000000000e+03,5.740841330194942360e-01
2.921000000000000000e+03,8.960709759188846268e-01
2.921000000000000000e+03,5.202486571307864127e-02
2.921000000000000000e+03,8.532802221015148847e-01
2.922000000000000000e+03,4.875973202969400844e-01
2.922000000000000000e+03,1.233025529603476306e-01
2.922000000000000000e+03,4.274247087935300615e-01
2.923000000000000000e+03,5.886293680970486886e-01
2.923000000000000000e+03,4.753455247751825485e-01
2.923000000000000000e+03,9.289637274428148572e-01
2.924000000000000000e+03,5.944836743315831118e-01
2.924000000000000000e+03,9.619771863117870803e-01
2.924000000000000000e+03,6.548373468525560404e-02
2.925000000000000000e+03,7.747600941517290840e-01
2.925000000000000000e+03,8.449514152936206113e-01
2.925000000000000000e+03,1.689902830587241278e-01
2.926000000000000000e+03,9.401895105317158441e-01
2.926000000000000000e+03,2.117206832035729291e-01
2.926000000000000000e+03,5.625565815679883785e-01
2.927000000000000000e+03,5.253787192950690743e-01
2.927000000000000000e+03,6.021485907417466477e-01
2.927000000000000000e+03,8.386142796789184395e-01
2.928000000000000000e+03,6.292473897036634511e-01
2.928000000000000000e+03,2.046593035186191067e-01
2.928000000000000000e+03,8.508057215281550345e-01
2.929000000000000000e+03,6.780735107731304945e-01
2.929000000000000000e+03,1.240267970305993089e-01
2.929000000000000000e+03,9.160480415233266394e-01
2.930000000000000000e+03,9.866014847003440336e-01
2.930000000000000000e+03,8.864747419880499857e-01
2.930000000000000000e+03,1.246303337558090363e-01
2.931000000000000000e+03,4.368398817068018802e-01
2.931000000000000000e+03,5.486148832156436533e-02
2.931000000000000000e+03,2.212565634618866572e-01
2.932000000000000000e+03,7.375822318788097798e-01
2.932000000000000000e+03,4.702758162834208555e-01
2.932000000000000000e+03,3.244009898002293557e-01
2.933000000000000000e+03,1.233025529603476306e-01
2.933000000000000000e+03,1.924075079968615987e-01
2.933000000000000000e+03,1.132838433218661400e-01
2.934000000000000000e+03,6.202546924980385512e-01
2.934000000000000000e+03,5.958114551270444759e-01
2.934000000000000000e+03,1.892691170257710109e-01
2.935000000000000000e+03,4.951415293620616831e-01
2.935000000000000000e+03,1.955458989679521864e-02
2.935000000000000000e+03,1.621099643913332111e-01
2.936000000000000000e+03,8.233448005311123641e-01
2.936000000000000000e+03,8.593155893536121859e-01
2.936000000000000000e+03,1.358561168447099954e-01
2.937000000000000000e+03,7.768724726899631783e-01
2.937000000000000000e+03,8.214134830104412310e-02
2.937000000000000000e+03,5.082986299716337752e-01
2.938000000000000000e+03,9.401895105317158441e-01
2.938000000000000000e+03,3.082262055646086130e-01
2.938000000000000000e+03,7.089142374313477379e-01
2.939000000000000000e+03,9.359647534552477666e-01
2.939000000000000000e+03,1.409861790089926847e-01
2.939000000000000000e+03,8.901563160118293183e-01
2.940000000000000000e+03,6.056491037479631023e-01
2.940000000000000000e+03,3.361699559418190875e-02
2.940000000000000000e+03,3.472750316856780817e-01
2.941000000000000000e+03,8.074114309855754401e-01
2.941000000000000000e+03,7.247872533043635546e-01
2.941000000000000000e+03,8.808618504435995478e-01
2.942000000000000000e+03,4.070855211539622376e-01
2.942000000000000000e+03,3.965236284627919605e-02
2.942000000000000000e+03,6.771682056853159382e-02
2.943000000000000000e+03,7.526102963365320919e-01
2.943000000000000000e+03,5.592371295793349129e-01
2.943000000000000000e+03,8.808618504435995478e-01
2.944000000000000000e+03,4.049127889432072025e-01
2.944000000000000000e+03,4.079908262417768217e-02
2.944000000000000000e+03,3.836682962158247112e-01
2.945000000000000000e+03,9.704267004647232353e-01
2.945000000000000000e+03,2.534854245880861778e-02
2.945000000000000000e+03,6.014243466714949138e-01
2.946000000000000000e+03,7.128975798177319412e-01
2.946000000000000000e+03,1.953044842778683121e-01
2.946000000000000000e+03,7.343834872351983067e-01
2.947000000000000000e+03,3.789607097591888296e-01
2.947000000000000000e+03,1.436417405999154961e-01
2.947000000000000000e+03,7.578007121733357776e-01
2.948000000000000000e+03,5.253787192950690743e-01
2.948000000000000000e+03,2.988110326513368498e-01
2.948000000000000000e+03,9.359647534552477666e-01
2.949000000000000000e+03,6.768664373227111231e-01
2.949000000000000000e+03,1.754481260184682367e-01
2.949000000000000000e+03,9.962580723036996710e-01
2.950000000000000000e+03,8.186372140744764270e-01
2.950000000000000000e+03,5.289395859738065253e-01
2.950000000000000000e+03,1.340455066690808272e-01
2.951000000000000000e+03,6.637696903856599162e-01
2.951000000000000000e+03,1.396583982135312929e-01
2.951000000000000000e+03,6.780735107731304945e-01
2.952000000000000000e+03,4.999094694912185610e-01
2.952000000000000000e+03,4.355724545838614015e-01
2.952000000000000000e+03,4.419095901985635733e-01
2.953000000000000000e+03,7.670348240690445518e-01
2.953000000000000000e+03,6.378779648741625952e-01
2.953000000000000000e+03,2.522783511376667231e-01
2.954000000000000000e+03,8.103687609391031499e-01
2.954000000000000000e+03,6.451807592492003751e-02
2.954000000000000000e+03,4.615848874404007707e-01
2.955000000000000000e+03,7.203210815378116028e-01
2.955000000000000000e+03,5.417949182207737469e-01
2.955000000000000000e+03,3.295310519645120589e-02
2.956000000000000000e+03,1.793711147323314714e-01
2.956000000000000000e+03,3.524654475224817118e-02
2.956000000000000000e+03,1.504617055947854443e-01
2.957000000000000000e+03,8.878025227835113498e-01
2.957000000000000000e+03,8.798358380107429433e-01
2.957000000000000000e+03,6.734262779890156647e-01
2.958000000000000000e+03,1.961494356931619276e-01
2.958000000000000000e+03,2.269298086788580984e-02
2.958000000000000000e+03,7.749411551692921007e-02
2.959000000000000000e+03,8.901563160118293183e-01
2.959000000000000000e+03,9.931196813326090833e-01
2.959000000000000000e+03,3.824612227654052843e-01
2.960000000000000000e+03,6.617176655199469293e-01
2.960000000000000000e+03,9.704267004647232353e-01
2.960000000000000000e+03,1.892691170257710109e-01
2.961000000000000000e+03,5.592371295793349129e-01
2.961000000000000000e+03,5.087814593518015516e-02
2.961000000000000000e+03,4.875973202969400844e-01
2.962000000000000000e+03,9.470094755265857644e-01
2.962000000000000000e+03,4.514454704568773152e-02
2.962000000000000000e+03,5.981652483553624444e-01
2.963000000000000000e+03,5.407085521153962571e-01
2.963000000000000000e+03,8.286559237129578759e-02
2.963000000000000000e+03,8.878025227835113498e-01
2.964000000000000000e+03,4.769147202607278424e-01
2.964000000000000000e+03,3.330919186432494405e-01
2.964000000000000000e+03,2.675478302854728541e-01
2.965000000000000000e+03,5.119802039954131079e-01
2.965000000000000000e+03,1.823887983583800942e-01
2.965000000000000000e+03,9.019252821534190501e-01
2.966000000000000000e+03,2.450962641076709636e-01
2.966000000000000000e+03,2.860160540768905690e-01
2.966000000000000000e+03,7.360733900657855378e-01
2.967000000000000000e+03,5.277325125233870429e-01
2.967000000000000000e+03,4.381073088297423035e-01
2.967000000000000000e+03,6.451204055766793788e-01
2.968000000000000000e+03,4.124569980083288012e-01
2.968000000000000000e+03,2.553563884362363701e-01
2.968000000000000000e+03,7.513428692135916132e-01
2.969000000000000000e+03,2.083408775423984671e-01
2.969000000000000000e+03,6.202546924980385512e-01
2.969000000000000000e+03,5.015993723218057365e-01
2.970000000000000000e+03,5.277325125233870429e-01
2.970000000000000000e+03,5.146961192588569434e-01
2.970000000000000000e+03,5.662381555917677112e-01
2.971000000000000000e+03,1.739996378779648800e-01
2.971000000000000000e+03,2.021848029452592288e-01
2.971000000000000000e+03,7.268392781700766525e-01
2.972000000000000000e+03,6.264711207676987303e-01
2.972000000000000000e+03,3.265737220109843908e-01
2.972000000000000000e+03,9.071760516627437321e-01
2.973000000000000000e+03,8.901563160118293183e-01
2.973000000000000000e+03,9.447160359707887922e-01
2.973000000000000000e+03,1.595751101454523646e-01
2.974000000000000000e+03,2.225239905848270805e-01
2.974000000000000000e+03,2.595207918401834860e-02
2.974000000000000000e+03,9.077192347154323937e-02
2.975000000000000000e+03,4.070855211539622376e-01
2.975000000000000000e+03,1.627738547890639209e-01
2.975000000000000000e+03,1.634980988593155993e-01
2.976000000000000000e+03,6.584585672038142934e-02
2.976000000000000000e+03,7.996861609028908802e-02
2.976000000000000000e+03,3.922988713863238830e-02
2.977000000000000000e+03,2.295250165972599343e-01
2.977000000000000000e+03,2.675478302854728541e-01
2.977000000000000000e+03,6.494055163256684526e-02
2.978000000000000000e+03,1.834751644637576118e-01
2.978000000000000000e+03,2.890337377029392196e-01
2.978000000000000000e+03,9.173758223187880242e-03
2.979000000000000000e+03,1.607218299233508230e-01
2.979000000000000000e+03,3.373770293922385144e-01
2.979000000000000000e+03,1.098436839881706747e-02
2.980000000000000000e+03,4.300199167119319044e-01
2.980000000000000000e+03,3.218661355543485092e-01
2.980000000000000000e+03,2.202909047015511046e-02
2.981000000000000000e+03,2.860160540768905690e-01
2.981000000000000000e+03,1.086366105377512166e-02
2.981000000000000000e+03,1.451505824129398214e-01
2.982000000000000000e+03,5.981652483553624444e-01
2.982000000000000000e+03,1.210091134045506722e-01
2.982000000000000000e+03,4.300199167119319044e-01
2.983000000000000000e+03,2.610296336532078043e-01
2.983000000000000000e+03,2.363449815921298824e-01
2.983000000000000000e+03,4.632144365984670054e-01
2.984000000000000000e+03,9.735047377632929377e-01
2.984000000000000000e+03,1.783451022994749224e-01
2.984000000000000000e+03,5.134890458084374609e-01
2.985000000000000000e+03,7.011889673486632057e-01
2.985000000000000000e+03,7.556279799625807703e-02
2.985000000000000000e+03,3.119681332609089419e-01
2.986000000000000000e+03,5.759550968676443450e-01
2.986000000000000000e+03,1.647655259822560295e-02
2.986000000000000000e+03,4.098014364174060176e-01
2.987000000000000000e+03,8.319753757016113971e-01
2.987000000000000000e+03,9.847908745247148099e-01
2.987000000000000000e+03,4.967107248476070047e-02
2.988000000000000000e+03,7.670348240690445518e-01
2.988000000000000000e+03,5.202486571307864127e-02
2.988000000000000000e+03,3.274186734262780063e-01
2.989000000000000000e+03,8.479690989196693174e-01
2.989000000000000000e+03,9.359647534552477666e-01
2.989000000000000000e+03,7.970305993119681798e-01
2.990000000000000000e+03,8.751282515541070062e-02
2.990000000000000000e+03,3.862635041342265662e-03
2.990000000000000000e+03,2.697809161687488716e-02
2.991000000000000000e+03,6.994990645180759747e-02
2.991000000000000000e+03,2.896976281006699225e-02
2.991000000000000000e+03,6.578550304786046077e-03
2.992000000000000000e+03,2.804031625324400756e-01
2.992000000000000000e+03,2.435270686221256697e-01
2.992000000000000000e+03,1.065845856720381429e-01
2.993000000000000000e+03,5.504254933912728492e-02
2.993000000000000000e+03,3.524654475224817118e-02
2.993000000000000000e+03,1.448488140503349569e-03
2.994000000000000000e+03,9.203935059448367650e-02
2.994000000000000000e+03,1.539018649284809061e-02
2.994000000000000000e+03,2.172732210755024245e-03
2.995000000000000000e+03,9.698835174120344627e-02
2.995000000000000000e+03,5.359406119862393514e-02
2.995000000000000000e+03,6.494055163256684526e-02
2.996000000000000000e+03,5.213350232361638747e-01
2.996000000000000000e+03,5.289395859738065253e-01
2.996000000000000000e+03,2.395437262357414387e-01
2.997000000000000000e+03,2.450962641076709636e-01
2.997000000000000000e+03,2.776268935964753323e-03
2.997000000000000000e+03,3.084072665821715326e-02
2.998000000000000000e+03,3.568712656165127783e-01
2.998000000000000000e+03,2.533043635705232721e-01
2.998000000000000000e+03,4.924859677711388578e-02
2.999000000000000000e+03,1.674210875731788339e-01
2.999000000000000000e+03,1.955458989679521864e-02
2.999000000000000000e+03,2.316977488080149694e-01
3.000000000000000000e+03,6.608727141046533138e-02
3.000000000000000000e+03,6.880318667390910616e-03
3.000000000000000000e+03,5.824129398273884817e-02
3.001000000000000000e+03,8.386142796789184395e-01
3.001000000000000000e+03,6.202546924980385512e-01
3.001000000000000000e+03,7.375822318788097798e-01
3.002000000000000000e+03,8.555133079847908606e-01
3.002000000000000000e+03,9.272134709397066299e-01
3.002000000000000000e+03,4.070855211539622376e-01
3.003000000000000000e+03,6.503108214134830645e-01
3.003000000000000000e+03,6.584585672038142934e-02
3.003000000000000000e+03,3.106403524654475223e-01
3.004000000000000000e+03,6.734262779890156647e-01
3.004000000000000000e+03,6.162109964391333100e-02
3.004000000000000000e+03,4.005673245216971323e-01
3.005000000000000000e+03,7.316072182992334749e-01
3.005000000000000000e+03,5.486148832156436533e-02
3.005000000000000000e+03,6.747540587844770288e-01
3.006000000000000000e+03,4.368398817068018802e-01
3.006000000000000000e+03,4.573601303639326376e-01
3.006000000000000000e+03,5.637636550184078610e-01
3.007000000000000000e+03,9.882913875309312646e-01
3.007000000000000000e+03,1.488321564367191818e-01
3.007000000000000000e+03,6.503108214134830645e-01
3.008000000000000000e+03,8.734987023960407715e-01
3.008000000000000000e+03,5.848270867282274327e-02
3.008000000000000000e+03,4.802341722493813636e-01
3.009000000000000000e+03,4.355724545838614015e-01
3.009000000000000000e+03,2.214979781519705454e-02
3.009000000000000000e+03,6.566479570281851252e-01
3.010000000000000000e+03,9.197296155471060830e-01
3.010000000000000000e+03,7.551451505824129384e-01
3.010000000000000000e+03,8.034884422717122332e-01
3.011000000000000000e+03,1.054982195666606254e-01
3.011000000000000000e+03,2.776268935964753323e-03
3.011000000000000000e+03,2.691773794435391512e-02
3.012000000000000000e+03,6.584585672038142934e-02
3.012000000000000000e+03,2.649526223670710390e-02
3.012000000000000000e+03,8.328806807894259534e-03
3.013000000000000000e+03,8.051179914297784679e-02
3.013000000000000000e+03,3.542760576981109077e-02
