# position,p_value_coverage
2.967000000000000000e+03,4.562462281231140504e-01
2.968000000000000000e+03,2.808690404345202118e-01
2.969000000000000000e+03,2.984912492456246458e-01
2.970000000000000000e+03,2.939046469523234895e-01
2.971000000000000000e+03,4.228123114061557164e-01
2.972000000000000000e+03,7.687386843693422289e-01
2.973000000000000000e+03,6.980687990343995564e-01
2.974000000000000000e+03,3.319251659625829798e-01
2.975000000000000000e+03,4.785757392878696448e-02
2.976000000000000000e+03,1.351840675920337916e-02
2.977000000000000000e+03,1.001810500905250464e-02
2.978000000000000000e+03,4.568497284248641821e-02
2.979000000000000000e+03,7.658418829209415191e-02
2.980000000000000000e+03,1.929390464695232288e-01
2.981000000000000000e+03,3.636692818346409228e-01
2.982000000000000000e+03,4.747736873868436680e-01
2.983000000000000000e+03,3.365117682558841361e-01
2.984000000000000000e+03,7.707302353651176441e-01
2.985000000000000000e+03,8.353047676523838172e-01
2.986000000000000000e+03,7.595654797827399163e-01
2.987000000000000000e+03,6.058539529269764135e-01
2.988000000000000000e+03,4.671092335546167540e-01
2.989000000000000000e+03,8.032589016294508499e-02
2.990000000000000000e+03,5.443572721786361229e-02
2.991000000000000000e+03,2.619191309595654896e-02
2.992000000000000000e+03,1.255280627640313791e-02
2.993000000000000000e+03,1.526855763427881728e-02
2.994000000000000000e+03,1.424260712130356009e-02
2.995000000000000000e+03,8.750754375377187144e-03
2.996000000000000000e+03,2.945081472540736142e-02
2.997000000000000000e+03,1.052504526252263095e-01
2.998000000000000000e+03,9.583584791792396085e-02
2.999000000000000000e+03,1.561255280627640296e-01
3.000000000000000000e+03,2.398913699456849680e-01
3.001000000000000000e+03,1.165962582981291545e-01
3.002000000000000000e+03,9.704284852142426587e-02
3.003000000000000000e+03,3.949305974652987383e-01
3.004000000000000000e+03,7.048883524441762471e-01
3.005000000000000000e+03,9.546167773083886754e-01
3.006000000000000000e+03,9.943270971635486122e-01
3.007000000000000000e+03,8.375980687990344231e-01
3.008000000000000000e+03,9.089921544960772870e-01
3.009000000000000000e+03,5.283645141822570501e-01
3.010000000000000000e+03,9.547374773687386518e-02
3.011000000000000000e+03,7.423053711526855780e-02
3.012000000000000000e+03,2.208811104405552367e-02
3.013000000000000000e+03,5.672902836451418178e-03
3.014000000000000000e+03,4.345202172601086467e-03
3.015000000000000000e+03,8.871454435727217300e-03
3.016000000000000000e+03,1.375980687990343947e-02
3.017000000000000000e+03,9.064574532287265896e-02
3.018000000000000000e+03,1.652383826191912986e-01
3.019000000000000000e+03,1.785757392878696559e-01
3.020000000000000000e+03,3.671695835847917921e-01
3.021000000000000000e+03,4.555220277610138591e-01
3.022000000000000000e+03,2.501508750754375399e-01
3.023000000000000000e+03,5.132166566083282699e-01
3.024000000000000000e+03,7.015087507543753542e-01
3.025000000000000000e+03,8.949909474954736988e-01
3.026000000000000000e+03,9.411587205793603417e-01
3.027000000000000000e+03,9.502112251056125114e-01
3.028000000000000000e+03,7.910681955340977956e-01
3.029000000000000000e+03,5.152082076041037961e-01
3.030000000000000000e+03,2.403138201569100796e-01
3.031000000000000000e+03,5.522027761013880570e-02
3.032000000000000000e+03,2.051901025950512991e-02
3.033000000000000000e+03,2.088111044055521864e-02
3.034000000000000000e+03,2.444176222088111083e-02
3.035000000000000000e+03,2.637296318648159332e-02
3.036000000000000000e+03,2.178636089318044741e-02
3.037000000000000000e+03,3.530476765238382830e-02
3.038000000000000000e+03,3.150271575135787233e-02
3.039000000000000000e+03,3.301146650573325014e-02
3.040000000000000000e+03,3.590826795413397388e-02
3.041000000000000000e+03,1.638503319251659596e-01
3.042000000000000000e+03,4.838865419432709647e-01
3.043000000000000000e+03,6.645141822570911350e-01
3.044000000000000000e+03,7.853349426674712808e-01
3.045000000000000000e+03,8.352444176222088013e-01
3.046000000000000000e+03,6.599275799637900342e-01
3.047000000000000000e+03,3.170790585395292793e-01
3.048000000000000000e+03,5.313820156910078474e-01
3.049000000000000000e+03,5.537718768859384300e-01
3.050000000000000000e+03,5.970428485214243075e-01
3.051000000000000000e+03,7.190102595051297563e-01
3.052000000000000000e+03,7.219070609535305216e-01
3.053000000000000000e+03,5.971635485817743394e-01
3.054000000000000000e+03,3.506336753168376452e-01
3.055000000000000000e+03,6.626433313216656407e-01
3.056000000000000000e+03,9.706698853349426948e-01
3.057000000000000000e+03,9.840675920337960125e-01
3.058000000000000000e+03,8.821967410983705404e-01
3.059000000000000000e+03,7.615570307785154425e-01
3.060000000000000000e+03,3.845503922751961623e-01
3.061000000000000000e+03,4.948702474351237418e-02
3.062000000000000000e+03,4.616777308388653883e-02
3.063000000000000000e+03,3.886541943270971355e-02
3.064000000000000000e+03,8.617984308992154840e-02
3.065000000000000000e+03,1.310199155099577573e-01
3.066000000000000000e+03,1.725407362703681446e-01
3.067000000000000000e+03,9.529269764634881734e-02
3.068000000000000000e+03,5.582377791188895821e-02
3.069000000000000000e+03,6.276403138201569476e-02
3.070000000000000000e+03,4.640917320458660261e-02
3.071000000000000000e+03,5.503922751961375787e-02
3.072000000000000000e+03,1.086300543150271608e-01
3.073000000000000000e+03,2.519613759806879627e-01
3.074000000000000000e+03,3.645141822570911461e-01
3.075000000000000000e+03,2.582981291490645814e-01
3.076000000000000000e+03,2.697042848521424285e-01
3.077000000000000000e+03,2.035003017501508804e-01
3.078000000000000000e+03,1.033192516596258270e-01
3.079000000000000000e+03,2.643331321665660927e-02
3.080000000000000000e+03,2.733856366928183457e-02
3.081000000000000000e+03,7.121303560651780218e-02
3.082000000000000000e+03,7.000603500301749715e-02
3.083000000000000000e+03,3.535304767652383551e-01
3.084000000000000000e+03,7.258901629450814630e-01
3.085000000000000000e+03,9.895594447797223525e-01
3.086000000000000000e+03,9.112251056125527660e-01
3.087000000000000000e+03,8.835847917923959072e-01
3.088000000000000000e+03,5.661436330718165877e-01
3.089000000000000000e+03,2.524441762220880903e-01
3.090000000000000000e+03,3.470126735063367579e-02
3.091000000000000000e+03,1.291490645745322838e-02
3.092000000000000000e+03,7.302353651176825278e-03
3.093000000000000000e+03,5.733252866626433256e-03
3.094000000000000000e+03,2.776101388050694011e-03
3.095000000000000000e+03,7.362703681351840355e-03
3.096000000000000000e+03,4.001207000603500263e-02
3.097000000000000000e+03,1.461677730838865374e-01
3.098000000000000000e+03,3.230537115268557469e-01
3.099000000000000000e+03,6.890766445383222916e-01
3.100000000000000000e+03,8.290283645141822699e-01
3.101000000000000000e+03,9.541339770669885478e-01
3.102000000000000000e+03,9.292094146047072956e-01
3.103000000000000000e+03,7.160531080265539750e-01
3.104000000000000000e+03,3.055522027761014003e-01
3.105000000000000000e+03,1.163548581774290908e-01
3.106000000000000000e+03,3.361496680748340266e-02
3.107000000000000000e+03,4.828002414001206764e-04
3.108000000000000000e+03,1.846710923355461553e-02
3.109000000000000000e+03,1.185274592637296370e-01
3.110000000000000000e+03,4.310802655401327899e-01
3.111000000000000000e+03,7.443572721786361202e-01
3.112000000000000000e+03,9.105612552806275906e-01
3.113000000000000000e+03,8.575739287869643679e-01
3.114000000000000000e+03,9.902836451418225439e-01
3.115000000000000000e+03,9.120096560048279732e-01
3.116000000000000000e+03,7.020519010259504977e-01
3.117000000000000000e+03,6.083283041641520672e-01
3.118000000000000000e+03,5.826191913095956076e-01
3.119000000000000000e+03,5.528666264333131908e-01
3.120000000000000000e+03,7.972842486421243269e-01
3.121000000000000000e+03,8.668074834037416965e-01
3.122000000000000000e+03,5.468919734459867232e-01
3.123000000000000000e+03,1.821967410983705571e-01
3.124000000000000000e+03,1.648159324079662147e-01
3.125000000000000000e+03,2.162945081472540665e-01
3.126000000000000000e+03,2.573928786964393423e-01
3.127000000000000000e+03,1.862401931200965699e-01
3.128000000000000000e+03,3.004828002414001165e-01
3.129000000000000000e+03,2.440555220277610127e-01
3.130000000000000000e+03,1.879299939649969886e-01
3.131000000000000000e+03,7.833433916716958656e-02
3.132000000000000000e+03,1.471333735666867926e-01
3.133000000000000000e+03,3.207604103802051965e-01
3.134000000000000000e+03,4.191309595654797993e-01
3.135000000000000000e+03,4.277006638503319524e-01
3.136000000000000000e+03,4.194930597465298949e-01
3.137000000000000000e+03,2.405552202776101434e-01
3.138000000000000000e+03,3.086300543150271580e-01
3.139000000000000000e+03,1.873264936632468292e-01
3.140000000000000000e+03,4.757392878696439231e-01
3.141000000000000000e+03,8.207000603500301805e-01
3.142000000000000000e+03,9.263126131563065302e-01
3.143000000000000000e+03,7.385636692818345894e-01
3.144000000000000000e+03,7.362100181050090786e-01
3.145000000000000000e+03,5.931804465902232870e-01
3.146000000000000000e+03,2.052504526252263151e-01
3.147000000000000000e+03,2.589619794809897568e-01
3.148000000000000000e+03,7.629450814725406982e-01
3.149000000000000000e+03,9.541339770669885478e-01
3.150000000000000000e+03,8.196741098370549095e-01
3.151000000000000000e+03,5.973445986722993872e-01
3.152000000000000000e+03,5.474954737477368827e-01
3.153000000000000000e+03,7.263729631864815905e-01
3.154000000000000000e+03,7.746529873264936805e-01
3.155000000000000000e+03,5.505733252866626959e-01
3.156000000000000000e+03,4.141219070609535313e-01
3.157000000000000000e+03,4.633071816535908050e-01
3.158000000000000000e+03,5.519613759806879516e-01
3.159000000000000000e+03,8.484610742305370712e-01
3.160000000000000000e+03,7.455642727821364391e-01
3.161000000000000000e+03,2.723596861798430746e-01
3.162000000000000000e+03,3.645141822570911461e-01
3.163000000000000000e+03,2.431502715751358012e-01
3.164000000000000000e+03,5.640313820156910296e-01
3.165000000000000000e+03,7.958961979480989601e-01
3.166000000000000000e+03,9.225709112854556526e-01
3.167000000000000000e+03,9.285455642727821202e-01
3.168000000000000000e+03,5.975859987929994510e-01
3.169000000000000000e+03,7.532287266143633531e-01
3.170000000000000000e+03,9.467712733856367135e-01
3.171000000000000000e+03,9.943874471937236281e-01
3.172000000000000000e+03,8.162945081472541276e-01
3.173000000000000000e+03,4.011466505733252697e-01
3.174000000000000000e+03,5.374773687386843468e-01
3.175000000000000000e+03,6.024140012070006156e-01
3.176000000000000000e+03,6.255280627640313895e-01
3.177000000000000000e+03,6.169583584791792363e-01
3.178000000000000000e+03,5.047676523838261486e-01
3.179000000000000000e+03,2.459867229933614952e-01
3.180000000000000000e+03,4.451418225709112830e-01
3.181000000000000000e+03,6.040434520217260461e-01
3.182000000000000000e+03,8.706095353047677010e-01
3.183000000000000000e+03,9.249849124924562904e-01
3.184000000000000000e+03,7.127942063971032249e-01
3.185000000000000000e+03,6.844900422450210797e-01
3.186000000000000000e+03,7.056125528062764385e-01
3.187000000000000000e+03,5.824984912492455758e-01
3.188000000000000000e+03,6.315027157513578571e-01
3.189000000000000000e+03,5.532890766445383024e-01
3.190000000000000000e+03,5.458660229330114522e-01
3.191000000000000000e+03,5.642727821363910934e-01
3.192000000000000000e+03,6.819553409776705211e-01
3.193000000000000000e+03,9.392878696439348474e-01
3.194000000000000000e+03,7.535304767652384328e-01
3.195000000000000000e+03,6.347616173808087181e-01
3.196000000000000000e+03,3.184671092335545906e-01
3.197000000000000000e+03,4.879903439951719935e-01
3.198000000000000000e+03,7.203379601689801071e-01
3.199000000000000000e+03,7.331321665660832654e-01
3.200000000000000000e+03,8.899215449607724704e-01
3.201000000000000000e+03,8.016898008449003799e-01
3.202000000000000000e+03,6.940856970428485040e-01
3.203000000000000000e+03,4.568497284248642099e-01
3.204000000000000000e+03,2.835244417622208579e-01
3.205000000000000000e+03,1.514785757392878573e-01
3.206000000000000000e+03,1.231744115872057954e-01
3.207000000000000000e+03,1.045866022933011480e-01
3.208000000000000000e+03,1.031382015691007792e-01
3.209000000000000000e+03,1.001207000603500236e-01
3.210000000000000000e+03,1.096560048280024180e-01
3.211000000000000000e+03,6.849728424864212628e-02
3.212000000000000000e+03,6.010863005431502787e-02
3.213000000000000000e+03,7.736873868436934532e-02
3.214000000000000000e+03,9.867229933614966864e-02
3.215000000000000000e+03,2.248038624019312037e-01
3.216000000000000000e+03,4.263729631864816016e-01
3.217000000000000000e+03,6.733856366928183679e-01
3.218000000000000000e+03,8.986119493059746555e-01
3.219000000000000000e+03,7.229933614966806976e-01
3.220000000000000000e+03,8.434520217260108588e-01
3.221000000000000000e+03,6.981894990947495883e-01
3.222000000000000000e+03,4.244417622208810914e-01
3.223000000000000000e+03,2.167773083886541940e-01
3.224000000000000000e+03,5.069402534701267227e-02
3.225000000000000000e+03,1.158720579360289667e-02
3.226000000000000000e+03,3.681351840675920178e-03
3.227000000000000000e+03,6.698853349426674500e-03
3.228000000000000000e+03,1.207000603500301729e-02
3.229000000000000000e+03,2.450211225105612678e-02
3.230000000000000000e+03,3.928786964393482517e-02
3.231000000000000000e+03,8.376584188292093835e-02
3.232000000000000000e+03,1.711526855763427779e-01
3.233000000000000000e+03,2.599879299939649724e-01
3.234000000000000000e+03,2.228123114061557053e-01
3.235000000000000000e+03,9.668074834037417020e-02
3.236000000000000000e+03,9.649969824984912237e-02
3.237000000000000000e+03,4.936632468316234229e-02
3.238000000000000000e+03,1.955340977670488867e-02
3.239000000000000000e+03,2.601086300543150112e-02
3.240000000000000000e+03,5.413397706698853257e-02
3.241000000000000000e+03,5.606517803258901506e-02
3.242000000000000000e+03,6.010863005431502787e-02
3.243000000000000000e+03,2.686179843089921415e-01
3.244000000000000000e+03,2.204586602293301112e-01
3.245000000000000000e+03,2.477972238986119458e-01
3.246000000000000000e+03,1.955944477972239026e-01
3.247000000000000000e+03,1.459867229933614896e-01
3.248000000000000000e+03,3.065781532890766298e-02
3.249000000000000000e+03,4.435727217863608823e-02
3.250000000000000000e+03,2.219070609535304661e-01
3.251000000000000000e+03,3.435123717561858747e-01
3.252000000000000000e+03,4.744719372359686438e-01
3.253000000000000000e+03,5.702474351237175609e-01
3.254000000000000000e+03,6.330718165359082716e-01
3.255000000000000000e+03,4.184671092335546239e-01
3.256000000000000000e+03,7.987326493663247096e-01
3.257000000000000000e+03,9.879903439951720490e-01
3.258000000000000000e+03,8.420639710319854920e-01
3.259000000000000000e+03,5.718165359082679755e-01
3.260000000000000000e+03,3.956547978273989297e-01
3.261000000000000000e+03,5.114061557030779026e-01
3.262000000000000000e+03,5.039227519613759254e-01
3.263000000000000000e+03,5.403741701870851122e-01
3.264000000000000000e+03,7.184671092335546128e-01
3.265000000000000000e+03,7.312009656004827551e-01
3.266000000000000000e+03,5.450814725407362449e-01
3.267000000000000000e+03,5.256487628243814436e-01
3.268000000000000000e+03,5.823174411587205279e-01
3.269000000000000000e+03,6.371152685576342289e-01
3.270000000000000000e+03,7.430899215449607853e-01
3.271000000000000000e+03,9.578756789378394254e-01
3.272000000000000000e+03,9.083886541943271276e-01
3.273000000000000000e+03,7.237779118889559049e-01
3.274000000000000000e+03,7.052504526252263428e-01
3.275000000000000000e+03,6.246831623415811663e-01
3.276000000000000000e+03,5.176222088111044339e-01
3.277000000000000000e+03,2.120700060350030058e-01
3.278000000000000000e+03,2.642124321062160330e-01
3.279000000000000000e+03,2.176825588412794332e-01
3.280000000000000000e+03,1.414001207000603610e-01
3.281000000000000000e+03,4.363307181653591077e-02
3.282000000000000000e+03,4.864212432106215789e-02
3.283000000000000000e+03,2.070006035003017428e-02
3.284000000000000000e+03,2.407966203983101863e-02
3.285000000000000000e+03,9.088714544357272274e-02
3.286000000000000000e+03,3.111647555823777722e-01
3.287000000000000000e+03,5.587205793602896264e-01
3.288000000000000000e+03,8.226916113458057067e-01
3.289000000000000000e+03,9.570911285455642181e-01
3.290000000000000000e+03,9.830416415208207415e-01
3.291000000000000000e+03,9.040434520217259795e-01
3.292000000000000000e+03,7.652383826191913041e-01
3.293000000000000000e+03,7.908871454435727477e-01
3.294000000000000000e+03,7.746529873264936805e-01
3.295000000000000000e+03,6.946891973445986634e-01
3.296000000000000000e+03,9.370549185274592574e-01
3.297000000000000000e+03,9.770066385033192580e-01
3.298000000000000000e+03,8.530476765238382830e-01
3.299000000000000000e+03,8.052504526252263206e-01
3.300000000000000000e+03,6.692818346409172836e-01
3.301000000000000000e+03,3.817742908871454288e-01
3.302000000000000000e+03,2.898611949305974766e-01
3.303000000000000000e+03,1.944477972238985997e-01
3.304000000000000000e+03,1.700663850331925186e-01
3.305000000000000000e+03,2.216656608328304301e-01
3.306000000000000000e+03,2.661436330718165433e-01
3.307000000000000000e+03,3.409173204586602446e-01
3.308000000000000000e+03,4.053711526855763303e-01
3.309000000000000000e+03,2.646348823174411447e-01
3.310000000000000000e+03,2.261315630657815268e-01
3.311000000000000000e+03,4.107423053711526939e-01
3.312000000000000000e+03,6.450211225105612067e-01
3.313000000000000000e+03,9.588412794206396805e-01
3.314000000000000000e+03,4.990947495473747608e-01
3.315000000000000000e+03,1.485214242607121315e-01
3.316000000000000000e+03,1.891369945684972798e-01
3.317000000000000000e+03,6.811707905853953138e-01
3.318000000000000000e+03,8.736873868436934032e-01
3.319000000000000000e+03,5.673506336753167956e-01
3.320000000000000000e+03,2.977670488835244544e-01
3.321000000000000000e+03,1.281231140615570196e-01
3.322000000000000000e+03,1.481593240796620359e-01
3.323000000000000000e+03,2.027761013880506891e-01
3.324000000000000000e+03,1.349426674713337382e-01
3.325000000000000000e+03,1.656608328304164102e-01
3.326000000000000000e+03,2.555823777911889194e-01
3.327000000000000000e+03,2.187085093542546765e-01
3.328000000000000000e+03,2.762824381412190555e-01
3.329000000000000000e+03,3.803862401931201176e-01
3.330000000000000000e+03,2.432709716354858054e-01
3.331000000000000000e+03,2.758599879299939439e-01
3.332000000000000000e+03,4.071816535908268087e-01
3.333000000000000000e+03,6.304164152082075701e-01
3.334000000000000000e+03,9.025950512975255968e-01
3.335000000000000000e+03,6.612552806276402739e-01
3.336000000000000000e+03,3.604707302353651333e-01
3.337000000000000000e+03,1.943874471937235837e-01
3.338000000000000000e+03,5.661436330718165877e-01
3.339000000000000000e+03,9.616173808086904140e-01
3.340000000000000000e+03,6.619794809897404653e-01
3.341000000000000000e+03,5.082679541339770735e-01
3.342000000000000000e+03,3.558237779118889610e-01
3.343000000000000000e+03,5.160531080265540194e-01
3.344000000000000000e+03,7.805672902836451321e-01
3.345000000000000000e+03,9.088714544357272551e-01
3.346000000000000000e+03,7.310802655401327232e-01
3.347000000000000000e+03,6.955944477972239026e-01
3.348000000000000000e+03,7.999396499698250285e-01
3.349000000000000000e+03,9.535908267954134043e-01
3.350000000000000000e+03,8.361496680748340404e-01
3.351000000000000000e+03,7.239589619794809527e-01
3.352000000000000000e+03,4.118889559444779969e-01
3.353000000000000000e+03,4.938442969221484846e-01
3.354000000000000000e+03,3.905853952926976458e-01
3.355000000000000000e+03,2.923355461677730749e-01
3.356000000000000000e+03,1.687990343995172116e-01
3.357000000000000000e+03,8.895594447797224025e-02
3.358000000000000000e+03,8.805069402534701495e-02
3.359000000000000000e+03,3.041641520820760336e-01
3.360000000000000000e+03,4.779118889559444971e-01
3.361000000000000000e+03,6.778515389257694368e-01
3.362000000000000000e+03,9.351237175618587472e-01
3.363000000000000000e+03,5.738080869040435017e-01
3.364000000000000000e+03,5.593240796620397859e-01
3.365000000000000000e+03,6.929993964996982170e-01
3.366000000000000000e+03,7.599275799637900120e-01
3.367000000000000000e+03,9.695835847917924077e-01
3.368000000000000000e+03,5.682558841279420347e-01
3.369000000000000000e+03,2.679541339770669661e-01
3.370000000000000000e+03,5.133373566686783018e-01
3.371000000000000000e+03,6.658418829209414858e-01
3.372000000000000000e+03,6.170187085093542523e-01
3.373000000000000000e+03,7.452021726010863434e-01
3.374000000000000000e+03,7.748943874471937443e-01
3.375000000000000000e+03,6.363910681955341486e-01
3.376000000000000000e+03,2.744719372359686327e-01
3.377000000000000000e+03,4.084490042245020880e-01
3.378000000000000000e+03,4.441158720579360120e-01
3.379000000000000000e+03,4.091732045866022793e-01
3.380000000000000000e+03,3.347616173808086737e-01
3.381000000000000000e+03,7.601689800844900757e-01
3.382000000000000000e+03,8.664453832226916008e-01
3.383000000000000000e+03,8.897404948702474226e-01
3.384000000000000000e+03,9.875075437537719214e-01
3.385000000000000000e+03,8.630657815328908189e-01
3.386000000000000000e+03,9.981291490645745057e-01
3.387000000000000000e+03,7.859384429692214402e-01
3.388000000000000000e+03,6.956547978273989186e-01
3.389000000000000000e+03,5.546771273385636691e-01
3.390000000000000000e+03,4.063971031985516014e-01
3.391000000000000000e+03,1.522027761013880487e-01
3.392000000000000000e+03,1.530476765238382719e-01
3.393000000000000000e+03,3.778515389257694479e-01
3.394000000000000000e+03,4.362100181050090342e-01
3.395000000000000000e+03,5.949305974652987494e-01
3.396000000000000000e+03,7.730235365117682500e-01
3.397000000000000000e+03,9.377791188895594487e-01
3.398000000000000000e+03,9.627640313820157170e-01
3.399000000000000000e+03,7.301750150875075951e-01
3.400000000000000000e+03,5.888955944477972659e-01
3.401000000000000000e+03,4.674713337356668497e-01
3.402000000000000000e+03,3.144840072420035937e-01
3.403000000000000000e+03,4.394085697042848793e-01
3.404000000000000000e+03,8.240796620398310735e-01
3.405000000000000000e+03,9.538925769462884841e-01
3.406000000000000000e+03,7.923958961979481463e-01
3.407000000000000000e+03,4.971031985515992901e-01
3.408000000000000000e+03,6.578153289076644761e-01
3.409000000000000000e+03,5.932407966203983030e-01
3.410000000000000000e+03,5.147857573928786845e-01
3.411000000000000000e+03,4.684972842486421207e-01
3.412000000000000000e+03,2.520820760410379946e-01
3.413000000000000000e+03,2.809293904646952278e-01
3.414000000000000000e+03,7.806879903439951640e-01
3.415000000000000000e+03,9.070006035003017608e-01
3.416000000000000000e+03,6.274592637296318998e-01
3.417000000000000000e+03,5.216656608328303912e-01
3.418000000000000000e+03,6.575135787567893964e-01
3.419000000000000000e+03,9.014484007242004049e-01
3.420000000000000000e+03,5.053711526855763081e-01
3.421000000000000000e+03,7.235968617984309126e-02
3.422000000000000000e+03,5.268557634278817070e-02
3.423000000000000000e+03,3.349426674713337077e-02
3.424000000000000000e+03,2.190706095353047583e-02
3.425000000000000000e+03,4.441762220881110418e-02
3.426000000000000000e+03,8.744719372359685550e-02
3.427000000000000000e+03,6.898008449004223996e-02
3.428000000000000000e+03,2.048883524441762194e-01
3.429000000000000000e+03,7.607121303560652192e-01
3.430000000000000000e+03,8.896801448400724066e-01
3.431000000000000000e+03,5.963186481593241162e-01
3.432000000000000000e+03,5.166566083283041788e-01
3.433000000000000000e+03,7.778515389257694146e-01
3.434000000000000000e+03,7.871454435727217591e-01
3.435000000000000000e+03,3.292094146047073178e-01
3.436000000000000000e+03,3.771876885938443141e-02
3.437000000000000000e+03,1.726010863005431398e-02
3.438000000000000000e+03,4.140012070006034856e-02
3.439000000000000000e+03,3.360289680144840085e-01
3.440000000000000000e+03,6.937235968617984083e-01
3.441000000000000000e+03,8.679541339770669994e-01
3.442000000000000000e+03,5.842486421243210382e-01
3.443000000000000000e+03,4.650573325286662674e-01
3.444000000000000000e+03,3.109837054918527244e-01
3.445000000000000000e+03,2.626433313216656740e-01
3.446000000000000000e+03,2.350030175015087597e-01
3.447000000000000000e+03,1.726614363307181765e-01
3.448000000000000000e+03,1.866022933011466378e-01
3.449000000000000000e+03,2.409173204586602390e-01
3.450000000000000000e+03,4.943270971635485567e-01
3.451000000000000000e+03,9.255280627640314339e-01
3.452000000000000000e+03,6.620398310199154812e-01
3.453000000000000000e+03,3.965600482800241133e-01
3.454000000000000000e+03,1.094749547374773702e-01
3.455000000000000000e+03,1.820760410380205252e-01
3.456000000000000000e+03,1.095956547978274020e-01
3.457000000000000000e+03,7.459263729631865347e-02
3.458000000000000000e+03,2.214846107423053823e-01
3.459000000000000000e+03,3.535304767652383551e-01
3.460000000000000000e+03,2.973445986722993428e-01
3.461000000000000000e+03,7.876282438141218867e-01
3.462000000000000000e+03,8.199758599879299892e-01
3.463000000000000000e+03,7.175618587809293736e-01
3.464000000000000000e+03,5.938442969221484624e-01
3.465000000000000000e+03,3.759806879903440091e-01
3.466000000000000000e+03,4.012070006035002856e-01
3.467000000000000000e+03,4.535908267954134043e-01
3.468000000000000000e+03,4.431502715751358124e-01
3.469000000000000000e+03,4.996982498491249203e-01
3.470000000000000000e+03,6.298129149064574106e-01
3.471000000000000000e+03,6.354858177429089094e-01
3.472000000000000000e+03,7.970428485214242631e-01
3.473000000000000000e+03,6.602896801448400188e-01
3.474000000000000000e+03,4.375980687990344009e-01
3.475000000000000000e+03,3.275196137598068713e-01
3.476000000000000000e+03,2.753771876885938719e-01
3.477000000000000000e+03,2.884731442365721099e-01
3.478000000000000000e+03,4.725407362703681335e-01
3.479000000000000000e+03,8.391671695835848377e-01
3.480000000000000000e+03,8.038624019312009539e-01
3.481000000000000000e+03,3.948702474351237224e-01
3.482000000000000000e+03,5.507543753771877437e-01
3.483000000000000000e+03,4.763427881713940826e-01
3.484000000000000000e+03,9.976463488231743781e-01
3.485000000000000000e+03,6.050090525045263012e-01
3.486000000000000000e+03,2.819553409776704989e-01
3.487000000000000000e+03,2.274592637296318776e-01
3.488000000000000000e+03,1.900422450211225189e-01
3.489000000000000000e+03,1.716958358479179214e-01
3.490000000000000000e+03,2.337960168980084408e-01
3.491000000000000000e+03,2.710923355461677953e-01
3.492000000000000000e+03,3.899818949909474863e-01
3.493000000000000000e+03,5.336149668074834373e-01
3.494000000000000000e+03,7.025950512975256412e-01
3.495000000000000000e+03,8.554616777308389208e-01
3.496000000000000000e+03,7.242607121303560325e-01
3.497000000000000000e+03,8.768859384429692483e-01
3.498000000000000000e+03,7.525045262522631617e-01
3.499000000000000000e+03,6.659625829812915176e-01
3.500000000000000000e+03,5.680144840072419710e-01
3.501000000000000000e+03,5.024140012070006378e-01
3.502000000000000000e+03,6.298732649366324265e-01
3.503000000000000000e+03,4.673506336753168178e-01
3.504000000000000000e+03,5.334339167169583895e-01
3.505000000000000000e+03,3.855159927579963619e-01
3.506000000000000000e+03,2.640313820156909852e-01
3.507000000000000000e+03,1.805672902836451543e-01
3.508000000000000000e+03,2.235365117682558966e-01
3.509000000000000000e+03,2.348219674109837118e-01
3.510000000000000000e+03,1.356065178032589136e-01
3.511000000000000000e+03,1.079058539529269833e-01
3.512000000000000000e+03,1.050694025347012617e-01
3.513000000000000000e+03,1.129752564876282395e-01
3.514000000000000000e+03,1.694628847314423592e-01
3.515000000000000000e+03,3.063367531683766076e-01
3.516000000000000000e+03,3.474954737477368716e-01
3.517000000000000000e+03,6.048280024140012534e-01
3.518000000000000000e+03,5.627640313820156948e-01
3.519000000000000000e+03,4.226916113458056845e-01
3.520000000000000000e+03,4.371756185878092893e-01
3.521000000000000000e+03,4.656004828002414109e-01
3.522000000000000000e+03,5.085697042848521532e-01
3.523000000000000000e+03,6.223898611949305604e-01
3.524000000000000000e+03,8.459867229933615285e-01
3.525000000000000000e+03,9.508147254073626709e-01
3.526000000000000000e+03,7.505733252866626515e-01
3.527000000000000000e+03,9.088714544357272551e-01
3.528000000000000000e+03,8.776704888352444556e-01
3.529000000000000000e+03,8.076041038020519425e-01
3.530000000000000000e+03,7.415208207604103707e-01
3.531000000000000000e+03,5.440555220277609738e-01
3.532000000000000000e+03,7.555823777911888639e-01
3.533000000000000000e+03,9.484007242003621441e-01
3.534000000000000000e+03,9.519010259505129579e-01
3.535000000000000000e+03,8.847314423657212101e-01
3.536000000000000000e+03,8.286662643331321743e-01
3.537000000000000000e+03,7.422450211225105621e-01
3.538000000000000000e+03,3.934821967410983556e-01
3.539000000000000000e+03,6.277610138805069795e-01
3.540000000000000000e+03,7.157513578756788952e-01
3.541000000000000000e+03,9.957151478575739789e-01
3.542000000000000000e+03,7.855763427881713445e-01
3.543000000000000000e+03,4.340977670488835316e-01
3.544000000000000000e+03,3.415208207604104040e-01
3.545000000000000000e+03,2.770669885334942628e-01
3.546000000000000000e+03,4.050694025347012506e-01
3.547000000000000000e+03,6.649366324683162466e-01
3.548000000000000000e+03,9.133373566686783240e-01
